"","medal_name","medal_subname","instituted","url"
"1420","Federal Republic of GermanyFederal State of Brandenburg: Medal for Faithful Service in the Volunteer Fire Service","Medaille der Freiwilligen Feuerwehr für treue Dienste des Landes Brandenburg","15 February 1994","https://medals.org.uk/germany/frg/frg016.htm"
"1421","Federal Republic of GermanyFederal State of Brandenburg: Fire Department Badge","Feuerwehr-Leistungsabzeichen des Landes Brandenburg","1997","https://medals.org.uk/germany/frg/frg018.htm"
"1422","Federal Republic of GermanyFederal State of Brandenburg: Fire Department Badge for Technical Assistance","Feuerwehr-Leistungsabzeichen für technische Hilfe des Landes Brandenburg","2011","https://medals.org.uk/germany/frg/frg019.htm"
"1423","Federal Republic of GermanyFederal State of Brandenburg: Decoration of the Fire Fighters' Association","Ehrenzeichen des Feuerwehrverbandes des Landes Brandenburg","1997","https://medals.org.uk/germany/frg/frg020.htm"
"1424","Federal Republic of GermanyFederal State of Brandenburg: Oder Flood Medal 1997","Medaille Oderflut 1997","16 August 1997","https://medals.org.uk/germany/frg/frg024.htm"
"1425","Federal Republic of GermanyFederal State of Brandenburg: Elbe Flood Medal 2002","Medaille Elbeflut 2002","29 November 2002","https://medals.org.uk/germany/frg/frg025.htm"
"1426","Federal Republic of GermanyFederal State of Lower Saxony: Lower Saxony Order of Merit","Niedersächsischen Verdienstordens","27 March 1961","https://medals.org.uk/germany/frg/frg026.htm"
"1427","Federal Republic of GermanyFederal State of Lower Saxony: Lower Saxony Medal","Niedersächsische Landesmedaille","20 November 1956","https://medals.org.uk/germany/frg/frg027.htm"
"1428","Federal Republic of GermanyFederal State of Lower Saxony: Lower Saxony Lifesaving Medal","Niedersächsische Rettungsmedaille","14 April 1953","https://medals.org.uk/germany/frg/frg028.htm"
"1429","Federal Republic of GermanyFederal State of Lower Saxony: Medal of Honour for Exemplary Services to Others","Medaille Für Verdienste um den Nächsten","Unknown","https://medals.org.uk/germany/frg/frg029.htm"
"1430","Federal Republic of GermanyFederal State of Lower Saxony: Medal for Meritorious Service with Firefighting Equipment","Ehrenzeichen für Verdienste im Feuerlöschwesen","1954","https://medals.org.uk/germany/frg/frg030.htm"
"1431","Federal Republic of GermanyFederal State of Lower Saxony: Medal for Meritorious Service in the Fire Service","Ehrenzeichen für Verdienste, Landesfeuerwehrverband","1992","https://medals.org.uk/germany/frg/frg031.htm"
"1432","Federal Republic of GermanyFederal State of Lower Saxony: Badge of Honour of the Firefighters' Association","Ehrennadel des Landesfeuerwehrverbandes","30 May 1992 (Gold & Silver), the Bronze award being added 29 May 2010","https://medals.org.uk/germany/frg/frg032.htm"
"1433","Federal Republic of GermanyFederal State of Lower Saxony: Fire Department Proficiency Badge","Feuerwehr-Leistungsabzeichen","2000","https://medals.org.uk/germany/frg/frg033.htm"
"1434","Federal Republic of GermanyFederal State of Lower Saxony: Commemorative Medal for the Flood Disaster 1962","Gedenkmedaille Sturmflut 1962","10 April 1962","https://medals.org.uk/germany/frg/frg034.htm"
"1435","Federal Republic of GermanyFederal State of Lower Saxony: Commemorative Medal for the Forest Fire Disaster 1975","Gedenkmedaille Waldbrand 1975","3 November 1975","https://medals.org.uk/germany/frg/frg035.htm"
"1436","Federal Republic of GermanyFederal State of Lower Saxony: Flood Medal 2002","Gedenkmedaille Hochwasser 2002","26 November 2002","https://medals.org.uk/germany/frg/frg036.htm"
"1437","Federal Republic of GermanyFederal State of Lower Saxony: Flood Medal 2013","Hochwasser-Medaille 2013 des Landes Niedersachsen","23 July 2013","https://medals.org.uk/germany/frg/frg037.htm"
"1438","Federal Republic of GermanyFederal State of Lower Saxony: Lower Saxony Sports Medal","Niedersächsische Sportmedaille","18 December 1984","https://medals.org.uk/germany/frg/frg038.htm"
"1439","Federal Republic of GermanyFederal State of Lower Saxony: Lower Saxony Forestry Medal","Niedersächsische Forstmedaille","18 December 1984","https://medals.org.uk/germany/frg/frg039.htm"
"1440","Federal Republic of GermanyFree State of Saxony: Order of Merit of the Free State of Saxony","Verdienstorden des Freistaates Sachsen","27 October 1997","https://medals.org.uk/germany/frg/frg040.htm"
"1441","Federal Republic of GermanyFree State of Saxony: Saxon Constitutional Medal","Sächsische Verfassungsmedaille","26 May 1997","https://medals.org.uk/germany/frg/frg041.htm"
"1442","Federal Republic of GermanyFree State of Saxony: Saxony Lifesaving Medal","Lebensrettungs-Ehrenzeichen","1 June 1996.Revised: 2002","https://medals.org.uk/germany/frg/frg043.htm"
"1443","Federal Republic of GermanyFree State of Saxony: Commemorative Medal for the Forest Fire Disaster 1992","Medaille Waldbrand 1992","24 March 1993","https://medals.org.uk/germany/frg/frg045.htm"
"1444","Federal Republic of GermanyFree State of Saxony: Saxony Flood Assistance Medal 2002","Sächsischer Fluthelfer-Orden 2002","11 October 2002","https://medals.org.uk/germany/frg/frg046.htm"
"1445","Federal Republic of GermanyFree State of Saxony: Saxony Flood Assistance Medal 2013","Sächsischer Fluthelfer-Orden 2013","12 July 2013","https://medals.org.uk/germany/frg/frg047.htm"
"1446","Federal Republic of GermanyFree State of Saxony: Fire Service Decoration","Verdienstorden des Freistaates Sachsen","29 April 2008","https://medals.org.uk/germany/frg/frg044.htm"
"1447","Federal Republic of Germany: Eastern/Russian Campaign Medal 1941-42 (1957 De-Nazified Issue)",NA,"1957","https://medals.org.uk/germany/frg/frg001.htm"
"1448","Republic of Ghana: Order of the Star and Eagles of Ghana",NA,"3 July 2008.Discontinued: 2010","https://medals.org.uk/ghana/ghana001.htm"
"1449","Republic of Ghana: Order of the Star of Ghana",NA,"1 July 1960","https://medals.org.uk/ghana/ghana002.htm"
"1450","Republic of Ghana: Order of the Volta",NA,"1960","https://medals.org.uk/ghana/ghana003.htm"
"1451","Republic of Ghana: Medal for Gallantry",NA,"1960","https://medals.org.uk/ghana/ghana005.htm"
"1452","Republic of Ghana: Grand Medal",NA,"1960","https://medals.org.uk/ghana/ghana006.htm"
"1453","Republic of Ghana: Distinguished Service Order",NA,"1960","https://medals.org.uk/ghana/ghana007.htm"
"1454","Republic of Ghana: Police Distinguished Service Order",NA,"1960","https://medals.org.uk/ghana/ghana011.htm"
"1455","Republic of Ghana: Prisons Distinguished Service Order",NA,"1960","https://medals.org.uk/ghana/ghana012.htm"
"1456","Republic of Ghana: Distinguished Service Cross",NA,"1960","https://medals.org.uk/ghana/ghana008.htm"
"1457","Republic of Ghana: Distinguished Flying Cross",NA,"1960","https://medals.org.uk/ghana/ghana013.htm"
"1458","Republic of Ghana: Police Cross",NA,"1960","https://medals.org.uk/ghana/ghana009.htm"
"1459","Republic of Ghana: Prisons Cross",NA,"1960","https://medals.org.uk/ghana/ghana010.htm"
"1460","Republic of Ghana: Military Cross Medal",NA,"Unknown","https://medals.org.uk/ghana/ghana014.htm"
"1461","Republic of Ghana: Distinguished Conduct Medal",NA,"Unknown","https://medals.org.uk/ghana/ghana015.htm"
"1462","Republic of Ghana: Military Medal",NA,"Unknown","https://medals.org.uk/ghana/ghana016.htm"
"1463","Republic of Ghana: Distinguished Service Medal",NA,"Unknown","https://medals.org.uk/ghana/ghana017.htm"
"1464","Republic of Ghana: Distinguished Flying Medal",NA,"Unknown","https://medals.org.uk/ghana/ghana018.htm"
"1465","Republic of Ghana: UN Congo Medal",NA,"Unknown","https://medals.org.uk/ghana/ghana019.htm"
"1466","Republic of Ghana: UNIFIL Medal",NA,"Unknown","https://medals.org.uk/ghana/ghana020.htm"
"1467","Republic of Ghana: EC West African States Monitoring Group in Liberia Medal",NA,"Unknown","https://medals.org.uk/ghana/ghana021.htm"
"1468","Republic of Ghana: UN Middle East Medal",NA,"Unknown","https://medals.org.uk/ghana/ghana022.htm"
"1469","Republic of Ghana: Republic Day Medal",NA,"1960.Discontinued: 1966.Reinstated: 1970","https://medals.org.uk/ghana/ghana023.htm"
"1470","Republic of Ghana: Republic Commemorative Medal",NA,"1 July 1960","https://medals.org.uk/ghana/ghana024.htm"
"1471","Republic of Ghana: Revolution Day Medal",NA,"Unknown","https://medals.org.uk/ghana/ghana025.htm"
"1472","Republic of Ghana: 10th Anniversary Revolution Service Medal",NA,"Unknown","https://medals.org.uk/ghana/ghana026.htm"
"1473","Republic of Ghana: June 4th Revolution Day Medal",NA,"Unknown","https://medals.org.uk/ghana/ghana027.htm"
"1474","Republic of Ghana: 31st December Revolution Day Medal",NA,"Unknown","https://medals.org.uk/ghana/ghana028.htm"
"1475","Republic of Ghana: 50th Anniversary of Independence Medal",NA,"Unknown","https://medals.org.uk/ghana/ghana029.htm"
"1476","Republic of Ghana: Long and Efficient Service Medal",NA,"Unknown","https://medals.org.uk/ghana/ghana030.htm"
"1477","Republic of Ghana: Volunteer Forces Efficiency Medal",NA,"Unknown","https://medals.org.uk/ghana/ghana031.htm"
"1478","Republic of Ghana: Police Efficiency Medal",NA,"Unknown","https://medals.org.uk/ghana/ghana032.htm"
"1479","Republic of Ghana: Police Long Service and Good Conduct Medal",NA,"Unknown","https://medals.org.uk/ghana/ghana033.htm"
"1480","Republic of Ghana: Prisons Long Service and Good Conduct Medal",NA,"Unknown","https://medals.org.uk/ghana/ghana034.htm"
"1481","Republic of Ghana: Ghana Air Force Golden Jubilee Medal",NA,"Unknown","https://medals.org.uk/ghana/ghana035.htm"
"1482","Greece: Order of the Redeemer","<U+03A4><U+03AC><U+03B3>µa S<U+03C9>t<U+03AE><U+03C1><U+03BF><U+03C2>","1 June 1833 by King Otto I","https://medals.org.uk/greece/greece001.htm"
"1483","Greece: Cross of Valour","Aristeeon Andreeas","13 May 1913","https://medals.org.uk/greece/greece008.htm"
"1484","Greece: Royal Order of George I","Basilikon tagma toy Georgioy A","16 January 1915 by King Constantine I.Discontinued by the state in 1973 and Replaced by the Order of Honour, but continues as a dynastic order of the former Greek royal family","https://medals.org.uk/greece/greece002.htm"
"1485","Greece: Order of Honour","<U+03A4><U+03AC><U+03B3>µa <U+03A4><U+03B9>µ<U+03AE><U+03C2>","18 August 1975","https://medals.org.uk/greece/greece006.htm"
"1486","Greece: Order of the Phoenix","<U+03A4><U+03AC><U+03B3>µa F<U+03BF><U+03AF><U+03BD><U+03B9><U+03BA><U+03BF><U+03C2>","13 May 1926","https://medals.org.uk/greece/greece003.htm"
"1487","Greece: Royal House Order of SS. George and Constantine",NA,"1936 by King George II","https://medals.org.uk/greece/greece004.htm"
"1488","Greece: Royal House Order of SS. Olga and Sophia",NA,"1936","https://medals.org.uk/greece/greece005.htm"
"1489","Greece: Order of Welfare","<U+03A4><U+03AC><U+03B3>µa t<U+03B7><U+03C2> <U+0395><U+03C5>p<U+03BF><U+03B9><U+0390>a<U+03C2>","7 May 1948","https://medals.org.uk/greece/greece007.htm"
"1490","Greece: Medal for Gallantry","Aristeeon Andragathias","1974","https://medals.org.uk/greece/greece064.htm"
"1491","Greece: War Cross","Polemikos Stavros","11 November 1940","https://medals.org.uk/greece/greece009.htm"
"1492","Greece: Distinguished Conduct Medal",NA,"1950, replacing the Medal for Outstanding Acts","https://medals.org.uk/greece/greece016.htm"
"1493","Greece: Medal of Military Merit",NA,"28 February 1917","https://medals.org.uk/greece/greece017.htm"
"1494","Greece: Medal for Outstanding Acts",NA,"11 November 1940.Discontinued: 1950 (replaced by Distinguished Conduct Medal)","https://medals.org.uk/greece/greece018.htm"
"1495","Greece: Medal for Exceptional Acts",NA,"1998","https://medals.org.uk/greece/greece067.htm"
"1496","Greece: Medal of Military Merit 1974","","1974","https://medals.org.uk/greece/greece068.htm"
"1497","Greece:
Chief of General Staff Commendation Medal",NA,"Unknown","https://medals.org.uk/greece/greece023.htm"
"1498","Greece:
Commendation Medal of Merit and Honour",NA,"Unknown","https://medals.org.uk/greece/greece019.htm"
"1499","Greece:
Army, Navy, Air Force Meritorious Command Medal",NA,"Unknown","https://medals.org.uk/greece/greece025.htm"
"1500","Greece:
Army, Navy, Air Force Formation Command Medal",NA,"Unknown","https://medals.org.uk/greece/greece024.htm"
"1501","Greece:
Staff Officer Service Commendation Medal",NA,"Unknown","https://medals.org.uk/greece/greece026.htm"
"1502","Greece: Officers' Longevity Service Commendation Medal",NA,"Unknown","https://medals.org.uk/greece/greece042.htm"
"1503","Greece:
Staff Service Ribbon Bar",NA,"Unknown","https://medals.org.uk/greece/greece027.htm"
"1504","Greece: Commemorative Cross of Bavarian Auxiliary Corps",NA,"22 November 1833 by Otto I","https://medals.org.uk/greece/greece030.htm"
"1505","Greece: Commemorative Cross of Bavarian Volunteers",NA,"Unknown","https://medals.org.uk/greece/greece032.htm"
"1506","Greece: Commemorative Cross of War of Independence 1821-29",NA,"Unknown","https://medals.org.uk/greece/greece031.htm"
"1507","Greece:
Commemorative Medal for Members of the 1st National Assembly of Hellenes 1822",NA,"Unknown","https://medals.org.uk/greece/greece028.htm"
"1508","Greece: Commemorative Medal of Guard of Missolongi",NA,"1827","https://medals.org.uk/greece/greece029.htm"
"1509","Greece: Commemorative Medal of Revolution 1843",NA,"Unknown","https://medals.org.uk/greece/greece033.htm"
"1510","Greece: Medal of Seamen's Pension Fund",NA,"1907","https://medals.org.uk/greece/greece044.htm"
"1511","Greece: Commemorative Medal for the Greco-Turkish War 1912-13",NA,"Unknown","https://medals.org.uk/greece/greece035.htm"
"1512","Greece: Commemorative Medal for the Greco-Bulgarian War",NA,"Unknown","https://medals.org.uk/greece/greece036.htm"
"1513","Greece: WW1 Interallied Victory Medal",NA,"Unknown","https://medals.org.uk/greece/greece037.htm"
